epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
111,912.232,1.23672,0.63735,1.01395,0.82676,0.87172,0.90222,0.4709,1.52301,0.66104,1.30461,0.000548,0.000548,0.000548
112,920.404,1.22955,0.64609,1.0173,0.81992,0.87922,0.90077,0.46667,1.50871,0.65824,1.30102,0.0005348,0.0005348,0.0005348
113,928.555,1.21561,0.63145,1.01626,0.8486,0.88135,0.90686,0.47765,1.4891,0.66639,1.28749,0.0005216,0.0005216,0.0005216
114,936.764,1.24343,0.64494,1.01893,0.84576,0.87735,0.90427,0.46727,1.49121,0.67118,1.29841,0.0005084,0.0005084,0.0005084
115,944.889,1.21912,0.62456,1.01262,0.84543,0.87512,0.90393,0.46186,1.50393,0.66839,1.31213,0.0004952,0.0004952,0.0004952
116,953.039,1.19929,0.61722,1.00921,0.84923,0.87034,0.90469,0.46988,1.48832,0.66421,1.31395,0.000482,0.000482,0.000482
117,961.204,1.16926,0.61648,1.01042,0.87819,0.8469,0.9055,0.45599,1.507,0.65981,1.33064,0.0004688,0.0004688,0.0004688
118,969.357,1.21937,0.62342,1.00608,0.85092,0.85811,0.90035,0.46157,1.48064,0.65428,1.29614,0.0004556,0.0004556,0.0004556
119,977.517,1.18907,0.61293,1.00061,0.86194,0.86113,0.9033,0.47004,1.47096,0.65251,1.29313,0.0004424,0.0004424,0.0004424
120,985.645,1.19975,0.62651,1.00641,0.84581,0.87172,0.90315,0.46216,1.49745,0.64816,1.30543,0.0004292,0.0004292,0.0004292
121,993.806,1.21778,0.63156,1.01305,0.87067,0.8469,0.90527,0.46881,1.48976,0.65613,1.28954,0.000416,0.000416,0.000416
122,1001.93,1.19568,0.62516,1.01006,0.87836,0.8331,0.90136,0.46534,1.4625,0.64604,1.27429,0.0004028,0.0004028,0.0004028
123,1010.04,1.19557,0.63153,1.00078,0.8455,0.88312,0.90567,0.47224,1.4767,0.65304,1.28111,0.0003896,0.0003896,0.0003896
124,1018.17,1.18486,0.62049,1.00291,0.89799,0.83448,0.9045,0.46918,1.49308,0.66119,1.30837,0.0003764,0.0003764,0.0003764
125,1026.3,1.20408,0.62779,1.00959,0.86893,0.86872,0.90545,0.46843,1.4668,0.65324,1.28693,0.0003632,0.0003632,0.0003632
126,1034.46,1.18268,0.61431,1.00417,0.84827,0.87586,0.90144,0.47014,1.4711,0.64859,1.28506,0.00035,0.00035,0.00035
127,1042.6,1.17156,0.6133,0.99876,0.86884,0.86207,0.90675,0.46496,1.46167,0.63501,1.29082,0.0003368,0.0003368,0.0003368
128,1050.72,1.18429,0.61738,1.01718,0.84933,0.86303,0.89963,0.45752,1.47297,0.64256,1.29381,0.0003236,0.0003236,0.0003236
129,1058.85,1.19164,0.62655,1.00812,0.88469,0.82897,0.90254,0.45999,1.50807,0.66989,1.32027,0.0003104,0.0003104,0.0003104
130,1066.99,1.17605,0.60932,0.99882,0.8695,0.86388,0.8984,0.47107,1.47772,0.65695,1.30625,0.0002972,0.0002972,0.0002972
131,1075.11,1.20066,0.62656,1.00402,0.86374,0.85685,0.90073,0.46401,1.47131,0.64398,1.29215,0.000284,0.000284,0.000284
132,1083.23,1.16109,0.61706,0.99519,0.84705,0.87448,0.89968,0.46061,1.48479,0.65314,1.29937,0.0002708,0.0002708,0.0002708
133,1091.59,1.16403,0.62133,0.98831,0.82861,0.88026,0.89776,0.46058,1.48587,0.64523,1.30111,0.0002576,0.0002576,0.0002576
134,1099.93,1.17475,0.60472,0.99761,0.82802,0.87724,0.89402,0.46023,1.47998,0.64736,1.29245,0.0002444,0.0002444,0.0002444
135,1108.28,1.1599,0.59294,0.98453,0.82862,0.88828,0.90221,0.46127,1.48911,0.65256,1.31196,0.0002312,0.0002312,0.0002312
136,1116.49,1.13971,0.60001,0.98522,0.83656,0.8731,0.89961,0.46767,1.4759,0.65872,1.31214,0.000218,0.000218,0.000218
137,1124.78,1.15889,0.60998,0.9978,0.83849,0.8736,0.89936,0.45668,1.49565,0.65491,1.33649,0.0002048,0.0002048,0.0002048
138,1133.09,1.14983,0.60281,0.99463,0.84808,0.86207,0.90039,0.46325,1.48522,0.66023,1.31567,0.0001916,0.0001916,0.0001916
139,1141.33,1.14162,0.59241,0.99583,0.83074,0.87327,0.89739,0.46214,1.47929,0.65524,1.31237,0.0001784,0.0001784,0.0001784
140,1149.66,1.12735,0.58242,0.98801,0.83376,0.86759,0.89538,0.45959,1.4817,0.65874,1.31412,0.0001652,0.0001652,0.0001652
141,1158.11,1.15731,0.58636,0.98385,0.86876,0.84138,0.89541,0.45927,1.48608,0.65355,1.32949,0.000152,0.000152,0.000152
142,1166.3,1.12607,0.58902,0.98309,0.8571,0.84387,0.89441,0.45523,1.48247,0.65795,1.32452,0.0001388,0.0001388,0.0001388
143,1174.32,1.11891,0.57051,0.96543,0.87291,0.83367,0.89395,0.46158,1.46423,0.64723,1.31183,0.0001256,0.0001256,0.0001256
144,1182.36,1.13814,0.58428,0.97443,0.87355,0.83172,0.89852,0.46138,1.47141,0.65053,1.3088,0.0001124,0.0001124,0.0001124
145,1190.43,1.11589,0.58076,0.9849,0.82832,0.88276,0.90187,0.46385,1.47616,0.64942,1.30664,9.92e-05,9.92e-05,9.92e-05
146,1198.58,1.0911,0.56065,0.96298,0.82419,0.87937,0.89817,0.46204,1.47511,0.64632,1.3128,8.6e-05,8.6e-05,8.6e-05
147,1206.92,1.08785,0.56634,0.95804,0.83944,0.87259,0.9017,0.46367,1.46483,0.64331,1.30998,7.28e-05,7.28e-05,7.28e-05
148,1215.46,1.10041,0.56241,0.97261,0.83801,0.87586,0.90281,0.46199,1.46559,0.64666,1.30647,5.96e-05,5.96e-05,5.96e-05
149,1223.81,1.089,0.5666,0.96837,0.86023,0.84039,0.89973,0.46299,1.46867,0.64631,1.30667,4.64e-05,4.64e-05,4.64e-05
150,1232.09,1.1354,0.57934,0.96809,0.84216,0.86838,0.90027,0.46141,1.46922,0.64406,1.30684,3.32e-05,3.32e-05,3.32e-05
